group_id,mae,rmse,mape,train_samples,val_samples
626,4.419453077933639,5.824605173131714,3.436660196211004,36,9
394,89.86718762487921,127.06900134230811,3.4696364444166488,36,9
622,5.285026355587572,6.021797885360539,3.5223260388151796,36,9
346,5.515005621465093,6.0214474021557,3.9222365824591017,36,9
705,6.011493298489291,6.957686107193851,3.9943871497657124,36,9
39,6.09618859342151,6.955613450280355,4.189126086525877,36,9
28,238.29847991308583,430.740278906114,4.241556452198384,36,9
625,24.188880775557397,36.55095922001226,4.369157341370925,36,9
460,20.895710785547823,26.70397061738767,4.372698437255337,36,9
657,236.6398104195792,362.0485634428966,4.496946096951147,36,9
693,258.6352369294344,380.05541163659024,4.946999388737726,36,9
402,25.235121589852984,28.888900493799934,5.110870083552294,36,9
198,130.12438248442675,197.87814844601243,5.15485545567061,36,9
707,7.1344810401295575,8.611632059333392,5.332016458714837,36,9
196,8.62139222301564,10.219752147099209,5.397990116859771,36,9
233,130.3166048956358,183.30902380236867,5.3996498661746015,36,9
400,142.72812120014086,215.740934168366,5.420632352513374,36,9
